user,item,label
38842, 4268,0
34607,5573,1
34607, 3808,0
9477,5408,1
9477, 13607,0
44951,12923,1
44951, 3581,0
7942,8382,1
7942, 9310,0
26569,7548,1
26569, 13704,0
16339,14076,1
16339, 5989,0
22887,14101,1
22887, 14885,0
6795,17523,1
6795, 2737,0
46443,4950,1
46443, 8292,0
28876,15581,1
28876, 3185,0
13053,8324,1
13053, 18032,0
6566,1505,1
6566, 12273,0
43438,6360,1
43438, 14213,0
9221,16153,1
9221, 7713,0
2473,2099,1
2473, 14532,0
16486,6748,1
16486, 15712,0
48222,2491,1
48222, 3583,0
18207,14049,1
18207, 5686,0
28045,12327,1
28045, 14047,0
6528,7133,1
6528, 614,0
32187,1753,1
32187, 12620,0
13083,15196,1
13083, 13584,0
25775,17946,1
25775, 334,0
2324,5935,1
2324, 3227,0
13661,10942,1
13661, 2581,0
45218,3851,1
45218, 5986,0
12922,8183,1
12922, 19271,0
31170,6572,1
31170, 12325,0
26765,7098,1
26765, 5826,0
23615,18287,1
23615, 4303,0
34327,2458,1
34327, 8275,0
8515,5021,1
8515, 7790,0
3802,12657,1
3802, 3861,0
36484,1647,1
36484, 19459,0
14407,19459,1
14407, 7568,0
44782,464,1
44782, 18116,0
46204,6074,1
46204, 4308,0
25632,17993,1
25632, 15620,0
42084,8829,1
42084, 4379,0
16730,9628,1
16730, 1777,0
28297,18336,1
28297, 13962,0
33237,6630,1
33237, 9673,0
40638,11389,1
40638, 12093,0
13800,43,1
13800, 10300,0
1847,14223,1
1847, 6150,0
34198,2770,1
34198, 471,0
20200,54,1
20200, 2233,0
9650,4997,1
9650, 18104,0
21376,1956,1
21376, 9371,0
6022,5401,1
6022, 10369,0
5874,17318,1
5874, 1461,0
31422,15927,1
31422, 982,0
33700,6188,1
33700, 18530,0
5619,6743,1
5619, 5828,0
44991,8687,1
44991, 4787,0
47579,16831,1
47579, 10310,0
2008,9491,1
2008, 15377,0
30846,13487,1
30846, 7990,0
28108,5848,1
28108, 12897,0
11406,5032,1
11406,9450,0
45317,7563,1
45317, 18961,0
16344,5324,1
16344, 13595,0
45216,7607,1
45216, 1594,0
4049,8900,1
4049, 6349,0
19480,13082,1
19480, 1967,0
42325,10314,1
42325, 14813,0
33768,680,1
33768, 14034,0
6069,14049,1
6069, 1925,0
32579,3614,1
32579, 6959,0
8792,3614,1
8792, 18485,0
12514,9634,1
12514, 5439,0
48964,11178,1
48964, 2384,0
43013,7222,1
43013, 7699,0
39498,12341,1
39498, 18535,0
39783,12957,1
39783, 12218,0
18595,6839,1
18595, 7262,0
16457,17778,1
16457, 8025,0
392,17755,1
392, 4261,0
37987,7849,1
37987, 16773,0
39496,14208,1
39496, 14197,0
27273,3614,1
27273, 8718,0
8737,4509,1
8737, 13164,0
8284,13151,1
8284, 19153,0
37317,10643,1
37317, 7156,0
44702,17885,1
44702, 14706,0
14558,12474,1
14558, 894,0
8299,8085,1
8299, 14116,0
37763,16541,1
37763,13639,0
48318,9178,1
48318, 17890,0
5938,10517,1
5938, 19446,0
29902,9512,1
29902, 17296,0
45862,10154,1
45862, 16057,0
21637,12150,1
21637, 16139,0
21545,247,1
21545, 13588,0
27846,1856,1
27846, 17434,0
21840,4921,1
21840,12315,0
37566,8386,1
37566, 14980,0
48165,15109,1
48165, 6381,0
4934,3073,1
4934, 12365,0
13261,10816,1
13261, 14092,0
12914,12953,1
12914, 4216,0
29585,10146,1
29585, 14082,0
45933,12341,1
45933, 12755,0
28439,3466,1
28439, 16402,0
43552,4950,1
43552, 12837,0
11784,15040,1
11784, 2820,0
3850,5300,1
3850, 10402,0
43129,12474,1
43129, 4958,0
34504,19493,1
34504, 10155,0
28938,14513,1
28938, 1616,0
38144,10018,1
38144, 15931,0
38503,17521,1
38503, 11295,0
23204,3334,1
23204, 19107,0
26805,9962,1
26805, 19567,0
19627,15260,1
19627, 4260,0
33794,16418,1
33794, 6282,0
248,14377,1
248, 3291,0
32965,13350,1
32965, 13568,0
6813,15897,1
6813, 5601,0
18797,4108,1
18797, 12948,0
25505,10018,1
25505, 9055,0
34376,3260,1
34376, 18015,0
47119,5885,1
47119, 17309,0
18327,4385,1
18327, 18378,0
32718,7818,1
32718, 4131,0
39566,18516,1
39566, 7043,0
39314,7687,1
39314, 15312,0
4574,5269,1
4574, 551,0
30566,15881,1
30566, 12667,0
6686,3851,1
6686, 8977,0
35063,16017,1
35063,504,0
7340,403,1
7340,365,0
36541,2010,1
36541, 4343,0
5531,9487,1
5531, 7937,0
25211,2004,1
25211, 8741,0
14823,1595,1
14823, 10448,0
48962,13211,1
48962, 1319,0
6454,12327,1
6454, 4040,0
43652,7149,1
43652, 18146,0
24099,19264,1
24099, 1488,0
30157,8156,1
30157, 6910,0
14144,16255,1
14144, 5179,0
2630,11890,1
2630, 12086,0
29961,19236,1
29961, 2514,0
38185,15266,1
38185, 8598,0
32262,16861,1
32262, 2199,0
28954,14343,1
28954, 10272,0
14428,4385,1
14428, 3546,0
28656,12341,1
28656, 9015,0
39621,16850,1
39621, 13610,0
43307,11003,1
43307, 4572,0
23904,13487,1
23904, 6077,0
30587,7648,1
30587, 14194,0
6624,1929,1
6624, 16735,0
22231,6077,1
22231, 195,0
36773,6741,1
36773, 15737,0
48274,3555,1
48274, 8637,0
15146,16455,1
15146, 18984,0
36628,18640,1
36628, 14629,0
15020,18407,1
15020, 16268,0
41501,12951,1
41501, 9917,0
40071,3271,1
40071, 14332,0
15505,504,1
15505, 18444,0
14017,16549,1
14017, 12372,0
9870,9277,1
9870, 6045,0
40173,9484,1
40173, 19236,0
6510,8568,1
6510, 6199,0
6250,4874,1
6250, 8967,0
22575,13284,1
22575, 12630,0
40168,15702,1
40168, 646,0
10815,13934,1
10815, 18114,0
48564,18809,1
48564, 14980,0
10679,123,1
10679, 2099,0
29250,7861,1
29250, 16451,0
42210,16464,1
42210, 6282,0
20815,5432,1
20815, 905,0
33291,4896,1
33291, 6959,0
23346,1250,1
23346, 11467,0
46324,10591,1
46324, 8064,0
23753,17205,1
23753,3895,0
39879,4149,1
39879, 3627,0
45877,13082,1
45877, 14142,0
40147,3651,1
40147, 1982,0
14208,5107,1
14208, 11770,0
3302,19088,1
3302, 13254,0
29049,7331,1
29049, 4583,0
25991,5471,1
25991, 14417,0
12850,19349,1
12850, 15166,0
2493,16398,1
2493, 15652,0
979,8953,1
979, 16221,0
14098,514,1
14098, 15289,0
34264,5722,1
34264, 14842,0
33504,14498,1
33504, 10485,0
15812,12953,1
15812, 7116,0
27098,10662,1
27098, 17616,0
30725,16981,1
30725, 2249,0
23601,3073,1
23601, 10370,0
13449,2122,1
13449, 11634,0
48999,2420,1
48999,16468,0
7860,15363,1
7860, 18609,0
37842,14032,1
37842, 19733,0
47359,7192,1
47359, 16412,0
35878,17063,1
35878, 7115,0
43058,14815,1
43058,1741,0
29022,16316,1
29022, 15062,0
26461,54,1
26461, 17629,0
25720,16020,1
25720, 4902,0
37967,6015,1
37967, 19545,0
15642,4509,1
15642, 10638,0
19048,870,1
19048, 10024,0
26508,19237,1
26508, 970,0
26924,10954,1
26924, 186,0
41700,16981,1
41700, 4355,0
18230,15372,1
18230,11083,0
20298,13658,1
20298, 14527,0
28522,12561,1
28522, 6960,0
2738,52,1
2738, 10261,0
11399,17081,1
11399, 6532,0
18468,14662,1
18468, 9484,0
2660,5935,1
2660, 5778,0
2246,12073,1
2246, 3752,0
46637,4825,1
46637,8541,0
9078,11918,1
9078, 3434,0
26901,7969,1
26901, 16909,0
7171,2969,1
7171, 6445,0
34505,17456,1
34505, 492,0
32588,11539,1
32588, 10533,0
13741,4529,1
13741, 8408,0
17426,2929,1
17426, 5124,0
26194,2459,1
26194, 6711,0
34798,4558,1
34798, 13454,0
4479,16736,1
4479,19336,0
30093,9985,1
30093, 18674,0
12102,11498,1
12102,9661,0
31360,10517,1
31360, 8281,0
22279,11297,1
22279, 3343,0
3644,10678,1
3644, 13881,0
11344,54,1
11344, 19540,0
1036,14430,1
1036, 6100,0
43773,3890,1
43773, 13849,0
11762,10574,1
11762, 9061,0
13477,4211,1
13477, 18083,0
17448,17649,1
17448, 15760,0
19233,13381,1
19233, 16985,0
32373,8953,1
32373, 9979,0
14795,17659,1
14795, 11784,0
46907,17778,1
46907, 7362,0
40121,4083,1
40121, 16924,0
19568,5659,1
19568, 12945,0
15764,1671,1
15764, 13320,0
27595,18937,1
27595, 11105,0
4232,4138,1
4232, 17656,0
35703,9339,1
35703, 11047,0
31533,11663,1
31533, 7550,0
24326,13101,1
24326, 16456,0
38892,2599,1
38892, 12837,0
29010,15119,1
29010, 1778,0
18801,17881,1
18801, 19305,0
6270,7088,1
6270, 8434,0
11238,4134,1
11238, 15035,0
42250,8258,1
42250, 1987,0
48647,7511,1
48647, 16742,0
36878,2646,1
36878, 18874,0
15549,5260,1
15549, 16748,0
2501,4238,1
2501, 6199,0
15720,5405,1
15720, 556,0
26817,4578,1
26817, 12856,0
5668,2884,1
5668, 14645,0
25084,9199,1
25084, 15507,0
34891,7455,1
34891, 5375,0
33958,15921,1
33958, 18326,0
39794,15362,1
39794, 16195,0
32996,11889,1
32996, 54,0
45289,16402,1
45289, 8987,0
24918,1363,1
24918, 3573,0
31486,5249,1
31486, 16788,0
21188,6814,1
21188, 9702,0
48133,16749,1
48133, 17442,0
14307,15057,1
14307, 19264,0
43948,9041,1
43948, 6636,0
27555,12488,1
27555, 7006,0
44552,3236,1
44552, 12227,0
9665,12745,1
9665, 16142,0
35668,9675,1
35668, 7455,0
42242,830,1
42242, 4924,0
49340,3236,1
49340, 2029,0
23793,10737,1
23793, 19661,0
10261,12473,1
10261, 5134,0
11250,12827,1
11250, 17763,0
34657,17050,1
34657, 16919,0
29425,680,1
29425, 6232,0
13804,5785,1
13804, 10713,0
42540,265,1
42540, 6127,0
47700,19432,1
47700, 17338,0
7416,11888,1
7416, 15448,0
29927,2726,1
29927, 6633,0
22598,3313,1
22598, 16398,0
10722,10548,1
10722, 3808,0
13655,12341,1
13655, 6163,0
14759,11297,1
14759, 9116,0
24545,90,1
24545, 4552,0
38400,5844,1
38400, 17532,0
25729,18666,1
25729, 7749,0
7476,12365,1
7476, 2676,0
1854,13929,1
1854, 4100,0
21350,1333,1
21350, 14859,0
25215,8272,1
25215, 17148,0
29407,8447,1
29407, 2798,0
10418,10114,1
10418, 8262,0
17884,8701,1
17884, 18032,0
35213,15702,1
35213, 12968,0
2710,8735,1
2710, 14684,0
11306,3583,1
11306, 1228,0
4384,13516,1
4384, 3386,0
13092,15087,1
13092, 1081,0
31844,17430,1
31844, 3092,0
8667,9596,1
8667, 13612,0
8473,754,1
8473, 6146,0
17949,6883,1
17949,13841,0
17213,18528,1
17213, 11658,0
2348,11200,1
2348, 2493,0
10482,11052,1
10482, 7969,0
15250,4997,1
15250, 7878,0
21763,8789,1
21763, 14890,0
39738,2969,1
39738, 11453,0
13927,5401,1
13927, 3852,0
36900,1231,1
36900, 1778,0
3594,7963,1
3594, 19549,0
35822,7192,1
35822, 1115,0
44150,8519,1
44150, 11647,0
17048,4895,1
17048, 3348,0
35465,6593,1
35465, 8125,0
21469,13322,1
21469, 3378,0
16834,12327,1
16834,19459,0
11965,6015,1
11965, 12603,0
22349,6590,1
22349, 14692,0
45846,4895,1
45846, 11054,0
42497,3195,1
42497, 16371,0
2433,5911,1
2433, 11350,0
12172,16786,1
12172, 12547,0
40176,2718,1
40176, 8823,0
46537,5885,1
46537, 4144,0
20519,17402,1
20519, 471,0
48016,2271,1
48016, 863,0
40330,12500,1
40330, 13670,0
7594,16209,1
7594, 19406,0
39021,19617,1
39021, 5606,0
15175,14392,1
15175, 9702,0
3267,11139,1
3267, 14094,0
46376,11929,1
46376, 1164,0
1077,15763,1
1077, 6837,0
13987,19003,1
13987,2399,0
42406,11936,1
42406,17353,0
24370,19283,1
24370, 11932,0
33025,2183,1
33025, 11400,0
29967,18762,1
29967, 12073,0
7369,11929,1
7369, 8633,0
42315,4612,1
42315, 12826,0
6600,11539,1
6600, 707,0
38745,13829,1
38745, 11264,0
19384,7648,1
19384, 3188,0
1424,11539,1
1424, 9219,0
29098,9842,1
29098, 1401,0
30953,17113,1
30953, 8765,0
16021,10245,1
16021,11470,0
26437,17624,1
26437,19422,0
8134,9985,1
8134, 19386,0
47802,16819,1
47802, 9486,0
12170,19206,1
12170, 9311,0
49545,16780,1
49545, 18326,0
29897,4825,1
29897, 6375,0
44975,12327,1
44975, 11400,0
47836,4775,1
47836, 1125,0
6089,6094,1
6089, 17527,0
27119,14367,1
27119, 14570,0
17808,1721,1
17808, 11453,0
10350,5962,1
10350, 5502,0
16372,11570,1
16372, 18042,0
35271,7240,1
35271, 6537,0
15847,5645,1
15847, 4208,0
39970,3807,1
39970, 15071,0
35887,16569,1
35887, 15843,0
47625,3851,1
47625, 930,0
6552,680,1
6552, 12093,0
47804,13487,1
47804, 19337,0
30176,6774,1
30176, 10378,0
43768,8420,1
43768, 13083,0
19337,3637,1
19337, 16807,0
47868,16541,1
47868, 518,0
4757,15702,1
4757, 7969,0
18999,11992,1
18999, 7860,0
35282,5195,1
35282, 8581,0
18336,13569,1
18336, 19264,0
38685,14979,1
38685, 7226,0
39866,11297,1
39866,9929,0
45206,14047,1
45206, 5947,0
27251,18654,1
27251, 5446,0
10578,19694,1
10578, 5032,0
49690,1369,1
49690, 1331,0
48645,17142,1
48645, 18520,0
541,16938,1
541, 17535,0
41303,8371,1
41303, 4957,0
8578,13782,1
8578, 11186,0
27346,15372,1
27346, 14711,0
46250,13085,1
46250, 843,0
16637,6188,1
16637, 18642,0
29534,7029,1
29534, 9224,0
45194,15059,1
45194, 5913,0
21416,12026,1
21416, 4130,0
25717,7422,1
25717, 4394,0
10133,11496,1
10133, 11561,0
6432,947,1
6432, 18525,0
38018,5100,1
38018, 6971,0
44110,6130,1
44110, 10988,0
24444,17072,1
24444, 6826,0
21954,17561,1
21954, 2229,0
14475,1130,1
14475, 6371,0
30045,15544,1
30045, 11060,0
31181,9634,1
31181, 10976,0
40673,1969,1
40673, 6088,0
17967,18780,1
17967, 1190,0
22644,18253,1
22644, 1523,0
45164,2273,1
45164, 16936,0
45167,18419,1
45167, 524,0
46671,3998,1
46671, 6789,0
46172,3443,1
46172, 7043,0
29054,18382,1
29054, 8694,0
10790,11576,1
10790, 10833,0
4197,17778,1
4197, 11401,0
42394,12685,1
42394,8623,0
24729,2693,1
24729, 18048,0
36045,9512,1
36045, 8416,0
607,16106,1
607, 18,0
1475,16261,1
1475, 12226,0
8805,14692,1
8805, 14924,0
24075,6167,1
24075, 14232,0
28995,13012,1
28995, 14925,0
43146,5759,1
43146, 16761,0
17607,15623,1
17607, 8647,0
11630,9906,1
11630, 16517,0
37704,9512,1
37704, 6183,0
24013,2625,1
24013, 11698,0
35174,7687,1
35174, 17383,0
45092,9779,1
45092, 5163,0
22311,4708,1
22311, 13390,0
19317,68,1
19317, 19107,0
43702,2458,1
43702, 2974,0
22739,3485,1
22739, 15988,0
14959,4072,1
14959, 4501,0
38001,9512,1
38001, 16700,0
6382,14620,1
6382, 11214,0
48852,11920,1
48852, 11912,0
2157,15372,1
2157, 8767,0
41430,17431,1
41430, 2191,0
16269,4385,1
16269, 9106,0
37919,3634,1
37919, 11697,0
3769,2969,1
3769, 15270,0
20799,5276,1
20799, 10826,0
1025,18745,1
1025, 12957,0
27805,2154,1
27805, 16777,0
11886,11570,1
11886,3382,0
33111,7962,1
33111, 15917,0
6786,14489,1
6786, 19677,0
29751,18043,1
29751, 5115,0
22505,3614,1
22505, 7848,0
876,5554,1
876, 5873,0
2857,17465,1
2857, 18283,0
1806,1477,1
1806, 754,0
27966,18538,1
27966,1005,0
15897,14551,1
15897, 12557,0
11094,15673,1
11094, 5092,0
22203,8085,1
22203, 8670,0
27297,5739,1
27297,15666,0
20306,3756,1
20306, 12373,0
10503,2469,1
10503, 5775,0
32586,5815,1
32586,7800,0
42493,11924,1
42493, 16314,0
9183,15040,1
9183, 15459,0
28336,14692,1
28336, 16741,0
19293,17178,1
19293,4981,0
30444,5401,1
30444,5057,0
37372,5644,1
37372, 265,0
21360,17855,1
21360, 10540,0
43840,12327,1
43840, 13619,0
8055,11561,1
8055, 12199,0
22412,17498,1
22412, 19689,0
153,17053,1
153, 16777,0
36888,15871,1
36888, 19362,0
44265,15502,1
44265, 17704,0
13212,7999,1
13212, 6597,0
28472,1206,1
28472, 18780,0
10936,3851,1
10936, 15973,0
10713,17063,1
10713,5314,0
22477,13842,1
22477, 7568,0
46720,4149,1
46720, 10798,0
28641,17464,1
28641, 6034,0
48881,12533,1
48881, 15628,0
21117,5049,1
21117, 7754,0
21657,2099,1
21657, 534,0
8323,3679,1
8323, 15409,0
47148,2825,1
47148, 5858,0
20475,7782,1
20475, 6542,0
29415,16794,1
29415, 3314,0
44847,16907,1
44847, 8479,0
48436,14234,1
48436, 15623,0
8362,10736,1
8362, 11934,0
39242,2443,1
39242, 14882,0
36299,680,1
36299,1163,0
12227,3601,1
12227, 1777,0
37329,7607,1
37329, 6666,0
23311,11411,1
23311, 16731,0
20839,827,1
20839, 492,0
40630,1169,1
40630, 1782,0
27209,16402,1
27209, 3628,0
47482,9185,1
47482, 19298,0
37092,1738,1
37092, 9002,0
3490,4900,1
3490, 19336,0
20885,16020,1
20885, 19058,0
19090,15372,1
19090, 5946,0
49018,3828,1
49018, 18128,0
10684,12961,1
10684, 16848,0
28467,8095,1
28467, 5619,0
32515,11975,1
32515, 18652,0
48396,15702,1
48396, 2559,0
40050,13079,1
40050, 5337,0
12656,10132,1
12656, 11697,0
36385,8581,1
36385, 11467,0
32474,17671,1
32474, 17022,0
15621,19091,1
15621, 8299,0
31400,2759,1
31400, 10264,0
2608,9128,1
2608, 17561,0
33689,7962,1
33689, 6702,0
44056,14433,1
44056, 14250,0
37605,6381,1
37605, 12478,0
4366,19680,1
4366, 7507,0
41529,504,1
41529, 8263,0
27807,9865,1
27807, 16599,0
29736,17431,1
29736, 15919,0
32160,3744,1
32160, 8258,0
1015,3233,1
1015, 8246,0
8906,19188,1
8906, 7208,0
19911,6183,1
19911, 18967,0
32070,8085,1
32070, 7277,0
19498,855,1
19498, 11177,0
15556,17997,1
15556, 3251,0
27062,14124,1
27062, 11795,0
231,90,1
231, 18005,0
3983,7963,1
3983, 17697,0
45356,3096,1
45356, 16474,0
49763,15673,1
49763, 8860,0
31560,18249,1
31560, 1929,0
939,15826,1
939, 1741,0
33372,8262,1
33372, 11820,0
22055,4718,1
22055, 6088,0
28947,16501,1
28947, 14798,0
28796,19459,1
28796, 14234,0
36936,11570,1
36936, 16077,0
26294,15174,1
26294, 17476,0
42517,15022,1
42517, 2687,0
1926,14928,1
1926, 19343,0
1561,17850,1
1561, 9322,0
10505,12990,1
10505, 19021,0
8672,2825,1
8672, 18971,0
21169,7693,1
21169, 9046,0
30454,3694,1
30454,5795,0
48775,3170,1
48775,17081,0
4532,14668,1
4532, 6832,0
1478,17269,1
1478, 13659,0
35756,3614,1
35756, 11392,0
23665,16788,1
23665, 6068,0
39068,14257,1
39068, 10451,0
38928,4986,1
38928, 7493,0
20527,10008,1
20527, 4831,0
39480,5134,1
39480, 2911,0
26052,11368,1
26052,699,0
670,2883,1
670, 2553,0
17154,3637,1
17154, 19729,0
4788,5573,1
4788, 4373,0
12882,6331,1
12882, 13495,0
29175,8067,1
29175, 1441,0
21987,14815,1
21987, 11620,0
24717,8131,1
24717, 18831,0
3305,8836,1
3305, 14069,0
38951,13487,1
38951, 7174,0
41657,2099,1
41657, 5729,0
3382,3293,1
3382, 17309,0
23651,13126,1
23651, 16117,0
26223,7079,1
26223, 6062,0
20852,8747,1
20852, 3542,0
19909,19396,1
19909, 18356,0
9783,7607,1
9783, 11225,0
47809,18487,1
47809, 14277,0
20364,15014,1
20364, 2263,0
31843,1465,1
31843, 1167,0
3028,14842,1
3028, 3244,0
28399,5802,1
28399, 7522,0
1010,8085,1
1010, 14412,0
20405,14124,1
20405, 18545,0
16805,19465,1
16805, 19088,0
49114,14019,1
49114, 1657,0
21358,15087,1
21358, 17867,0
14320,3466,1
14320, 48,0
457,9438,1
457, 5264,0
30210,13387,1
30210, 15203,0
6137,14660,1
6137, 12174,0
14331,6188,1
14331, 15144,0
48328,16456,1
48328, 10347,0
40800,4837,1
40800, 8601,0
2819,4808,1
2819, 1663,0
37157,18862,1
37157, 8680,0
23029,10517,1
23029, 11193,0
12148,1451,1
12148, 6066,0
18910,16155,1
18910, 15724,0
19739,3280,1
19739, 19080,0
596,6181,1
596, 2420,0
42932,18348,1
42932, 17900,0
22999,16409,1
22999, 4976,0
9595,17366,1
9595, 7860,0
18704,16385,1
18704, 13790,0
3118,776,1
3118, 14283,0
23137,7207,1
23137, 13915,0
43800,13454,1
43800, 2547,0
23807,15927,1
23807, 140,0
12787,2659,1
12787, 7851,0
6700,9153,1
6700, 894,0
678,17122,1
678, 12331,0
34041,19136,1
34041, 9216,0
15834,6256,1
15834, 15122,0
18789,916,1
18789, 3933,0
21736,14815,1
21736, 14988,0
21976,15807,1
21976, 7905,0
11191,5746,1
11191, 12005,0
39259,5123,1
39259, 5321,0
22862,12895,1
22862, 15083,0
24302,15795,1
24302, 7984,0
2252,15087,1
2252, 123,0
32237,574,1
32237, 12789,0
9590,8638,1
9590, 17182,0
34531,10517,1
34531, 2010,0
3582,14907,1
3582, 510,0
14311,4484,1
14311, 15166,0
44858,14274,1
44858, 15344,0
34622,14120,1
34622, 2656,0
45392,7632,1
45392, 16036,0
3563,17902,1
3563, 19283,0
47262,16741,1
47262, 17882,0
39523,6991,1
39523, 6177,0
3692,9042,1
3692, 495,0
9114,15738,1
9114, 18325,0
26841,7671,1
26841, 6977,0
42431,6814,1
42431, 10797,0
21174,1662,1
21174, 16912,0
8666,1974,1
8666, 9887,0
4694,2030,1
4694, 412,0
9214,680,1
9214, 7098,0
4642,16030,1
4642, 12411,0
43188,11909,1
43188, 768,0
48466,11780,1
48466, 2922,0
31375,16030,1
31375, 4502,0
3731,2806,1
3731, 3114,0
6817,17431,1
6817, 8447,0
49568,18238,1
49568, 15035,0
43892,2122,1
43892, 17544,0
11627,3614,1
11627, 1624,0
1990,5404,1
1990, 4099,0
23360,123,1
23360, 17561,0
17580,17436,1
17580, 12173,0
11594,17223,1
11594, 1688,0
21235,918,1
21235, 17430,0
20848,12495,1
20848, 12928,0
20252,7174,1
20252, 4388,0
12522,4870,1
12522, 5098,0
7583,2363,1
7583, 417,0
35066,8283,1
35066, 2837,0
21563,6570,1
21563, 17349,0
38789,17472,1
38789, 15057,0
22626,14791,1
22626, 15199,0
43593,717,1
43593, 18398,0
35077,15382,1
35077, 17219,0
21606,11924,1
21606, 2550,0
16391,9985,1
16391, 7631,0
47435,4238,1
47435, 7847,0
40041,3233,1
40041, 15993,0
45222,15372,1
45222, 17236,0
31476,12358,1
31476, 5707,0
7437,756,1
7437, 16537,0
32712,17522,1
32712, 11368,0
30898,7383,1
30898, 5115,0
2805,14558,1
2805, 19738,0
8789,265,1
8789, 13937,0
12294,13126,1
12294, 17511,0
11912,17387,1
11912, 18219,0
23437,2946,1
23437, 6884,0
46025,4060,1
46025, 19137,0
22109,3361,1
22109, 2574,0
46948,19365,1
46948, 19045,0
1692,3060,1
1692, 3439,0
18677,2393,1
18677, 1662,0
34730,17430,1
34730, 9327,0
35741,11337,1
35741, 11785,0
21194,10736,1
21194, 16439,0
9504,6572,1
9504, 11778,0
11661,16540,1
11661, 9906,0
12001,10950,1
12001, 17384,0
36957,3555,1
36957, 4820,0
11538,504,1
11538, 10833,0
9836,8678,1
9836, 11897,0
35215,265,1
35215, 9908,0
22537,14248,1
22537, 16377,0
6538,1974,1
6538, 13237,0
34536,10655,1
34536, 1960,0
26101,73,1
26101, 189,0
8652,6543,1
8652, 10694,0
7333,15544,1
7333, 8682,0
23747,10661,1
23747, 17795,0
44843,10534,1
44843, 12400,0
6025,13254,1
6025, 13202,0
47709,9042,1
47709, 14347,0
30086,6570,1
30086, 11137,0
44918,3704,1
44918, 5369,0
32425,11378,1
32425, 510,0
21656,15145,1
21656, 2547,0
9097,12327,1
9097, 7825,0
15039,4820,1
15039, 6552,0
46869,17436,1
46869, 3268,0
34618,16385,1
34618, 2380,0
13417,15301,1
13417, 4208,0
26505,1745,1
26505, 19529,0
49982,5225,1
49982, 12875,0
11104,2004,1
11104, 1373,0
30251,599,1
30251, 1522,0
29297,15882,1
29297, 3948,0
34221,14834,1
34221, 15604,0
12503,1229,1
12503, 14951,0
9271,5410,1
9271, 12129,0
6909,13082,1
6909, 6937,0
25179,682,1
25179, 16879,0
18194,643,1
18194, 11534,0
82,15544,1
82, 8900,0
34825,15128,1
34825, 1355,0
35113,4328,1
35113, 5300,0
741,8355,1
741,6215,0
21270,13447,1
21270, 7607,0
18402,15117,1
18402, 10413,0
12243,17371,1
12243, 4673,0
26633,4921,1
26633,8465,0
13847,10371,1
13847, 18671,0
21829,680,1
21829, 18339,0
1378,8272,1
1378, 14684,0
35687,17318,1
35687, 11226,0
8779,19175,1
8779,9073,0
2481,3601,1
2481, 10961,0
27724,7174,1
27724, 3564,0
26435,9596,1
26435, 7317,0
3375,16682,1
3375, 10240,0
8457,8013,1
8457, 9341,0
30237,10898,1
30237,13425,0
38141,1411,1
38141, 88,0
46339,17946,1
46339, 2780,0
20168,4069,1
20168, 2686,0
21574,6108,1
21574,2808,0
33928,8832,1
33928, 10219,0
39020,9512,1
39020, 16404,0
36831,17885,1
36831, 4907,0
18880,11669,1
18880, 16428,0
43997,12072,1
43997, 10487,0
20372,12789,1
20372, 9049,0
12407,14102,1
12407, 15111,0
24613,10452,1
24613, 17823,0
14019,3614,1
14019, 16729,0
28981,18617,1
28981, 4355,0
22794,13397,1
22794, 15866,0
39345,11522,1
39345, 8448,0
11359,15848,1
11359, 2126,0
2364,7963,1
2364, 19269,0
25937,1832,1
25937, 6980,0
31267,8057,1
31267, 11777,0
8189,6826,1
8189, 16531,0
45325,16061,1
45325, 7070,0
44059,11103,1
44059, 16596,0
18664,16158,1
18664, 18352,0
5890,14659,1
5890, 1391,0
12519,16412,1
12519, 8417,0
11136,12241,1
11136, 609,0
35714,11411,1
35714, 3885,0
46281,7033,1
46281, 19467,0
29926,1463,1
29926, 2027,0
10319,5719,1
10319, 17531,0
39290,10548,1
39290, 16826,0
10347,6338,1
10347,3593,0
22084,15817,1
22084, 18948,0
34824,16537,1
34824, 6328,0
25710,151,1
25710, 9161,0
45966,9338,1
45966, 15848,0
7655,6015,1
7655, 2121,0
39599,8492,1
39599, 12755,0
24747,11924,1
24747,4882,0
8697,16861,1
8697, 3060,0
1409,13767,1
1409, 2525,0
19211,7548,1
19211, 2957,0
10562,6732,1
10562, 3466,0
12360,16543,1
12360, 17942,0
32818,3136,1
32818, 3509,0
3184,9553,1
3184, 13387,0
18321,17171,1
18321, 3167,0
9120,3073,1
9120, 7507,0
14088,9307,1
14088, 12150,0
29609,7693,1
29609,9400,0
16813,1440,1
16813, 6639,0
40608,17063,1
40608,467,0
26713,13440,1
26713, 14131,0
27150,1091,1
27150, 1940,0
22131,17294,1
22131, 9718,0
4785,7954,1
4785, 2089,0
47239,4211,1
47239, 2801,0
39905,5516,1
39905, 8957,0
36305,15621,1
36305, 13207,0
2848,17151,1
2848, 703,0
37792,17424,1
37792, 9574,0
11106,2958,1
11106, 11696,0
3735,14754,1
3735, 4115,0
27974,156,1
27974, 9617,0
42594,4736,1
42594, 12357,0
40661,16531,1
40661, 18152,0
5987,4684,1
5987, 18956,0
4516,5176,1
4516, 1016,0
14847,16248,1
14847, 19314,0
30944,18846,1
30944, 345,0
31991,8565,1
31991, 9780,0
49083,1753,1
49083, 16017,0
15329,534,1
15329, 4034,0
32229,17053,1
32229, 6937,0
